id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;home_link;wikipedia_link
3;AGGH;large_airport;Honiara International Airport;-9.428;160.054993;28;OC;SB;SB-GU;Honiara;yes;AGGH;HIR;;;https://en.wikipedia.org/wiki/Honiara_International_Airport
4;AGGM;medium_airport;Munda Airport;-8.32797;157.263;10;OC;SB;SB-WE;Munda;yes;AGGM;MUA;;;https://en.wikipedia.org/wiki/Munda_Airport
8;ANYN;medium_airport;Nauru International Airport;-0.547458;166.919006;22;OC;NR;NR-14;Yaren District;yes;ANYN;INU;;;https://en.wikipedia.org/wiki/Nauru_International_Airport
53;AYBK;medium_airport;Buka Airport;-5.4223198890686035;154.67300415039062;11;OC;PG;PG-NSB;Buka Island;yes;AYBK;BUA;;;https://en.wikipedia.org/wiki/Buka_Airport
54;AYCH;medium_airport;Chimbu Airport;-6.024290084838867;144.9709930419922;4974;OC;PG;PG-CPK;Kundiawa;yes;AYCH;CMU;;;https://en.wikipedia.org/wiki/Chimbu_Airport
55;AYDU;medium_airport;Daru Airport;-9.08676;143.207993;20;OC;PG;PG-WPD;Daru;yes;AYDU;DAU;;;https://en.wikipedia.org/wiki/Daru_Airport
56;AYGA;medium_airport;Goroka Airport;-6.081689834590001;145.391998291;5282;OC;PG;PG-EHG;Goronka;yes;AYGA;GKA;;;https://en.wikipedia.org/wiki/Goroka_Airport
57;AYGN;medium_airport;Gurney Airport;-10.3114995956;150.333999634;88;OC;PG;PG-MBA;Gurney;yes;AYGN;GUR;;;https://en.wikipedia.org/wiki/Gurney_Airport
58;AYGR;medium_airport;Girua Airport;-8.80453968048;148.309005737;311;OC;PG;PG-NPP;Popondetta;yes;AYGR;PNP;;;https://en.wikipedia.org/wiki/Girua_Airport
59;AYHK;medium_airport;Hoskins Airport;-5.463846;150.407327;66;OC;PG;PG-WBK;Kimbe;yes;AYHK;HKN;;;https://en.wikipedia.org/wiki/Hoskins_Airport
60;AYKM;medium_airport;Kerema Airport;-7.96361017227;145.770996094;10;OC;PG;PG-GPK;Kerema;yes;AYKM;KMA;;;https://en.wikipedia.org/wiki/Kerema_Airport
61;AYKV;medium_airport;Kavieng Airport;-2.57940006256;150.807998657;7;OC;PG;PG-NIK;Kavieng;yes;AYKV;KVG;;;https://en.wikipedia.org/wiki/Kavieng_Airport
62;AYMD;medium_airport;Madang Airport;-5.20707988739;145.789001465;20;OC;PG;PG-MPM;Madang;yes;AYMD;MAG;;;https://en.wikipedia.org/wiki/Madang_Airport
63;AYMH;medium_airport;Mount Hagen Kagamuga Airport;-5.828212;144.299412;5388;OC;PG;PG-WHM;Mount Hagen;yes;AYMH;HGU;;;https://en.wikipedia.org/wiki/Mount_Hagen_Airport
64;AYMN;medium_airport;Mendi Airport;-6.14774;143.656998;5680;OC;PG;PG-SHM;Mendi;yes;AYMN;MDU;;;https://en.wikipedia.org/wiki/Mendi_Airport
65;AYMO;medium_airport;Momote Airport;-2.06189;147.423996;12;OC;PG;PG-MRL;Manus Island;yes;AYMO;MAS;;;https://en.wikipedia.org/wiki/Momote_Airport
66;AYNZ;medium_airport;Nadzab Airport;-6.569803;146.725977;239;OC;PG;PG-MPL;Lae;yes;AYNZ;LAE;;;https://en.wikipedia.org/wiki/Lae_Nadzab_Airport
67;AYPY;large_airport;Port Moresby Jacksons International Airport;-9.443380355834961;147.22000122070312;146;OC;PG;PG-NCD;Port Moresby;yes;AYPY;POM;;;https://en.wikipedia.org/wiki/Jacksons_International_Airport
68;AYTK;medium_airport;Tokua Airport;-4.34046;152.380005;49;OC;PG;PG-EBR;Kokopo;yes;AYTK;RAB;;;https://en.wikipedia.org/wiki/Rabaul_Airport
69;AYVN;medium_airport;Vanimo Airport;-2.6926;141.3028;10;OC;PG;PG-SAN;Vanimo;yes;AYVN;VAI;;;https://en.wikipedia.org/wiki/Vanimo_Airport
70;AYWD;medium_airport;Wapenamanda Airport;-5.635293;143.892231;5889;OC;PG;PG-EPW;Wapenamanda;yes;AYWD;WBM;;;https://en.wikipedia.org/wiki/Wapenamanda_Airport
71;AYWK;medium_airport;Wewak International Airport;-3.58383011818;143.669006348;19;OC;PG;PG-ESW;Wewak;yes;AYWK;WWK;;;https://en.wikipedia.org/wiki/Wewak_International_Airport
31697;BGAA;medium_airport;Aasiaat Airport;68.721802;-52.784698;74;NA;GL;GL-QK;Aasiaat;yes;BGAA;JEG;;http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/;https://en.wikipedia.org/wiki/Aasiaat_Airport
113;BGBW;medium_airport;Narsarsuaq Airport;61.1605;-45.425999;112;NA;GL;GL-KU;Narsarsuaq;yes;BGBW;UAK;;;https://en.wikipedia.org/wiki/Narsarsuaq_Airport
114;BGGH;medium_airport;Nuuk Airport;64.193022;-51.676512;283;NA;GL;GL-SE;Nuuk;yes;BGGH;GOH;;;https://en.wikipedia.org/wiki/Nuuk_Airport
31694;BGJN;medium_airport;Ilulissat Airport;69.243202;-51.057098;95;NA;GL;GL-AV;Ilulissat;yes;BGJN;JAV;;;https://en.wikipedia.org/wiki/Ilulissat_Airport
31786;BGKK;medium_airport;Kulusuk Airport;65.573601;-37.1236;117;NA;GL;GL-SE;Kulusuk;yes;BGKK;KUS;;;https://en.wikipedia.org/wiki/Kulusuk_Airport
115;BGSF;medium_airport;Kangerlussuaq Airport;67.010446;-50.715294;165;NA;GL;GL-QA;Kangerlussuaq;yes;BGSF;SFJ;;;https://en.wikipedia.org/wiki/Kangerlussuaq_Airport
31700;BGSS;medium_airport;Sisimiut Airport;66.951302;-53.729301;33;NA;GL;GL-QA;Sisimiut;yes;BGSS;JHS;;https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/;https://en.wikipedia.org/wiki/Sisimiut_Airport
116;BGTL;medium_airport;Pituffik Space Base;76.531197;-68.703201;251;NA;GL;GL-AV;Pituffik;yes;BGTL;THU;;;https://en.wikipedia.org/wiki/Pituffik_Space_Base
117;BIAR;medium_airport;Akureyri Airport;65.656573;-18.072018;6;EU;IS;IS-6;Akureyri;yes;BIAR;AEY;;https://www.isavia.is/en/akureyri-airport;https://en.wikipedia.org/wiki/Akureyri_Airport
119;BIEG;medium_airport;Egilsstaðir Airport;65.2833023071289;-14.401399612426758;76;EU;IS;IS-7;Egilsstaðir;yes;BIEG;EGS;;;https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport
120;BIHN;medium_airport;Hornafjörður Airport;64.295601;-15.2272;24;EU;IS;IS-8;Höfn;yes;BIHN;HFN;;;https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport
121;BIHU;medium_airport;Húsavík Airport;65.952301;-17.426001;48;EU;IS;IS-6;Húsavík;yes;BIHU;HZK;;;https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport
122;BIIS;medium_airport;Ísafjörður Airport;66.058098;-23.1353;8;EU;IS;IS-4;Ísafjörður;yes;BIIS;IFJ;;https://www.isavia.is/en/isafjordur-airport;https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport
123;BIKF;large_airport;Keflavik International Airport;63.985001;-22.6056;171;EU;IS;IS-2;Reykjavík;yes;BIKF;KEF;;https://www.isavia.is/en/keflavik-airport;https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport
125;BIRK;medium_airport;Reykjavik Airport;64.1299972534;-21.9405994415;48;EU;IS;IS-1;Reykjavik;yes;BIRK;RKV;;;https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport
126;BISI;medium_airport;Siglufjörður Airport;66.137847;-18.908157;10;EU;IS;IS-6;Siglufjörður;no;BISI;SIJ;;;https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport
128;BIVM;medium_airport;Vestmannaeyjar Airport;63.42430114746094;-20.278900146484375;326;EU;IS;IS-8;Vestmannaeyjar;no;BIVM;VEY;;;https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport
4614;BKPR;medium_airport;Priština Adem Jashari International Airport;42.5728;21.035801;1789;EU;XK;XK-01;Prishtina;yes;BKPR;PRN;;http://www.airportpristina.com/;https://en.wikipedia.org/wiki/Pristina_International_Airport
664;CBBC;medium_airport;Bella Bella (Campbell Island) Airport;52.185001;-128.156994;141;NA;CA;CA-BC;Bella Bella;yes;CBBC;ZEL;CBBC;;https://en.wikipedia.org/wiki/Bella_Bella_(Campbell_Island)_Airport
1654;CYAG;medium_airport;Fort Frances Municipal Airport;48.655749;-93.44349;1125;NA;CA;CA-ON;Fort Frances;yes;CYAG;YAG;;;https://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport
1655;CYAH;medium_airport;La Grande-4 Airport;53.754699707;-73.6753005981;1005;NA;CA;CA-QC;La Grande-4;no;CYAH;YAH;;;https://en.wikipedia.org/wiki/La_Grande-4_Airport
1657;CYAM;medium_airport;Sault Ste Marie Airport;46.483216;-84.508467;630;NA;CA;CA-ON;Sault Ste Marie;yes;CYAM;YAM;;http://www.saultairport.com/;https://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport
1658;CYAQ;medium_airport;Kasabonika Airport;53.52470016479492;-88.6427993774414;672;NA;CA;CA-ON;Kasabonika;yes;CYAQ;XKS;;;https://en.wikipedia.org/wiki/Kasabonika_Airport
1662;CYAV;medium_airport;Winnipeg / St. Andrews Airport;50.0564;-97.032501;760;NA;CA;CA-MB;Winnipeg/Saint Andrews;yes;CYAV;;;;https://en.wikipedia.org/wiki/Winnipeg/St._Andrews_Airport
1664;CYAX;medium_airport;Lac Du Bonnet Airport;50.294399;-96.010002;850;NA;CA;CA-MB;Lac Du Bonnet;yes;CYAX;;;;https://en.wikipedia.org/wiki/Lac_du_Bonnet_Airport
1665;CYAY;medium_airport;St. Anthony Airport;51.391909;-56.08321;108;NA;CA;CA-NL;St. Anthony;yes;CYAY;YAY;;;https://en.wikipedia.org/wiki/St._Anthony_Airport
1666;CYAZ;medium_airport;Tofino / Long Beach Airport;49.079833;-125.775583;80;NA;CA;CA-BC;Tofino;yes;CYAZ;YAZ;;http://www.acrd.bc.ca/long-beach-airport;https://en.wikipedia.org/wiki/Tofino_Airport
1669;CYBC;medium_airport;Baie-Comeau Airport;49.1325;-68.204399;71;NA;CA;CA-QC;Baie-Comeau;yes;CYBC;YBC;YBC;;https://en.wikipedia.org/wiki/Baie-Comeau_Airport
1670;CYBD;medium_airport;Bella Coola Airport;52.387501;-126.596001;117;NA;CA;CA-BC;Bella Coola;yes;CYBD;QBC;;;https://en.wikipedia.org/wiki/Bella_Coola_Airport
1672;CYBF;medium_airport;Bonnyville Airport;54.304199;-110.744003;1836;NA;CA;CA-AB;Bonnyville;yes;CYBF;YBY;;http://town.bonnyville.ab.ca/livingin/airport/index.html;https://en.wikipedia.org/wiki/Bonnyville_Airport
1673;CYBG;medium_airport;CFB Bagotville / Saguenay-Bagotville Airport;48.331908;-70.992909;522;NA;CA;CA-QC;La Baie;yes;CYBG;YBG;;;https://en.wikipedia.org/wiki/CFB_Bagotville
1674;CYBK;medium_airport;Baker Lake Airport;64.29889678960001;-96.077796936;59;NA;CA;CA-NU;Baker Lake;yes;CYBK;YBK;;;https://en.wikipedia.org/wiki/Baker_Lake_Airport
1675;CYBL;medium_airport;Campbell River Airport;49.950802;-125.271004;346;NA;CA;CA-BC;Campbell River;yes;CYBL;YBL;YBL;;https://en.wikipedia.org/wiki/Campbell_River_Airport
1678;CYBR;medium_airport;Brandon Municipal Airport;49.91;-99.951897;1343;NA;CA;CA-MB;Brandon;yes;CYBR;YBR;;;https://en.wikipedia.org/wiki/Brandon_Airport
1680;CYBU;medium_airport;Nipawin Airport;53.33250045776367;-104.00800323486328;1220;NA;CA;CA-SK;Nipawin;no;CYBU;;;;https://en.wikipedia.org/wiki/Nipawin_Airport
1682;CYBW;medium_airport;Calgary / Springbank Airport;51.1031;-114.374001;3940;NA;CA;CA-AB;Calgary;no;CYBW;;;http://www.ybw.ca/;https://en.wikipedia.org/wiki/Calgary/Springbank_Airport
1683;CYBX;medium_airport;Lourdes-de-Blanc-Sablon Airport;51.4436;-57.185299;121;NA;CA;CA-QC;Blanc-Sablon;yes;CYBX;YBX;;;https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport
1685;CYCB;medium_airport;Cambridge Bay Airport;69.1081008911;-105.138000488;90;NA;CA;CA-NU;Cambridge Bay;yes;CYCB;YCB;;;https://en.wikipedia.org/wiki/Cambridge_Bay_Airport
1686;CYCC;medium_airport;Cornwall Regional Airport;45.092637;-74.567724;175;NA;CA;CA-ON;Cornwall;no;CYCC;YCC;;;https://en.wikipedia.org/wiki/Cornwall_Regional_Airport
1687;CYCD;medium_airport;Nanaimo Airport;49.05497;-123.869863;92;NA;CA;CA-BC;Nanaimo;yes;CYCD;YCD;;https://www.nanaimoairport.com/;https://en.wikipedia.org/wiki/Nanaimo_Airport
1688;CYCE;medium_airport;Centralia / James T. Field Memorial Aerodrome;43.285599;-81.508301;824;NA;CA;CA-ON;Huron Park;no;CYCE;YCE;CYCE;;https://en.wikipedia.org/wiki/Centralia/Huron_Airpark
1689;CYCG;medium_airport;Castlegar/West Kootenay Regional Airport;49.296398;-117.632004;1624;NA;CA;CA-BC;Castlegar;yes;CYCG;YCG;;https://www.wkrairport.ca/;https://en.wikipedia.org/wiki/Castlegar_Airport
1690;CYCH;medium_airport;Miramichi Airport;47.007801;-65.449203;108;NA;CA;CA-NB;Miramichi;yes;CYCH;YCH;;;https://en.wikipedia.org/wiki/Miramichi_Airport
1691;CYCL;medium_airport;Charlo Airport;47.990799;-66.330299;132;NA;CA;CA-NB;Charlo;yes;CYCL;YCL;;;https://en.wikipedia.org/wiki/Charlo_Airport
1692;CYCN;medium_airport;Cochrane Airport;49.10559844970703;-81.01360321044922;861;NA;CA;CA-ON;Cochrane;no;CYCN;YCN;;;https://en.wikipedia.org/wiki/Cochrane_Airport
1694;CYCP;medium_airport;Blue River Airport;52.11669921875;-119.28299713134766;2240;NA;CA;CA-BC;Blue River;no;CYCP;;;;https://en.wikipedia.org/wiki/Blue_River_Airport
1695;CYCQ;medium_airport;Chetwynd Airport;55.687198638916016;-121.62699890136719;2000;NA;CA;CA-BC;Chetwynd;no;CYCQ;YCQ;;;https://en.wikipedia.org/wiki/Chetwynd_Airport
1703;CYDA;medium_airport;Dawson City Airport;64.04309844970703;-139.1280059814453;1215;NA;CA;CA-YT;Dawson City;yes;CYDA;YDA;;;https://en.wikipedia.org/wiki/Dawson_City_Airport
1704;CYDB;medium_airport;Burwash Airport;61.371101;-139.041;2647;NA;CA;CA-YT;Burwash Landing;no;CYDB;YDB;;;https://en.wikipedia.org/wiki/Burwash_Airport
1706;CYDF;medium_airport;Deer Lake Airport;49.2108;-57.391399;72;NA;CA;CA-NL;Deer Lake;yes;CYDF;YDF;;https://deerlakeairport.com/;https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland)
1709;CYDM;medium_airport;Ross River Airport;61.9706001282;-132.42300415;2314;NA;CA;CA-YT;Ross River;no;CYDM;XRR;YDM;;https://en.wikipedia.org/wiki/Ross_River_Airport
1710;CYDN;medium_airport;Dauphin Barker Airport;51.1008;-100.052002;999;NA;CA;CA-MB;Dauphin;yes;CYDN;YDN;;;https://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport)
1711;CYDO;medium_airport;Dolbeau-Saint-Felicien Airport;48.7785;-72.375;372;NA;CA;CA-QC;Dolbeau-Saint-Felicien;no;CYDO;YDO;;;https://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport
1713;CYDQ;medium_airport;Dawson Creek Airport;55.741245;-120.183263;2148;NA;CA;CA-BC;Dawson Creek;no;CYDQ;YDQ;;;https://en.wikipedia.org/wiki/Dawson_Creek_Airport
1716;CYEE;medium_airport;Huronia Airport;44.6833000183;-79.9282989502;770;NA;CA;CA-ON;Midland;no;CYEE;;YEE;;https://en.wikipedia.org/wiki/Midland/Huronia_Airport
1717;CYEG;large_airport;Edmonton International Airport;53.3097;-113.580002;2373;NA;CA;CA-AB;Edmonton;yes;CYEG;YEG;CYEG;http://www.edmontonairports.com/;https://en.wikipedia.org/wiki/Edmonton_International_Airport
1719;CYEL;medium_airport;Elliot Lake Municipal Airport;46.351398468;-82.5614013672;1087;NA;CA;CA-ON;Elliot Lake;no;CYEL;YEL;;http://cyelont.tripod.com/cyel/;https://en.wikipedia.org/wiki/Elliot_Lake_Municipal_Airport
1720;CYEM;medium_airport;Manitoulin East Municipal Airport;45.842435;-81.857595;869;NA;CA;CA-ON;Sheguiandah;no;CYEM;YEM;;;https://en.wikipedia.org/wiki/Manitowaning/Manitoulin_East_Municipal_Airport
1721;CYEN;medium_airport;Estevan Airport;49.2103004456;-102.966003418;1905;NA;CA;CA-SK;Estevan;no;CYEN;YEN;;;https://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome
1724;CYET;medium_airport;Edson Airport;53.578899383499994;-116.464996338;3043;NA;CA;CA-AB;Edson;no;CYET;YET;;;https://en.wikipedia.org/wiki/Edson_Airport
1726;CYEV;medium_airport;Inuvik Mike Zubko Airport;68.30419921880001;-133.483001709;224;NA;CA;CA-NT;Inuvik;yes;CYEV;YEV;;;https://en.wikipedia.org/wiki/Inuvik_(Mike_Zubko)_Airport
1727;CYEY;medium_airport;Amos/Magny Airport;48.563903;-78.249702;1068;NA;CA;CA-QC;Amos;no;CYEY;YEY;;;https://en.wikipedia.org/wiki/Amos/Magny_Airport
1729;CYFB;medium_airport;Iqaluit Airport;63.756402;-68.555801;110;NA;CA;CA-NU;Iqaluit;yes;CYFB;YFB;;;https://en.wikipedia.org/wiki/Iqaluit_Airport
1730;CYFC;medium_airport;Fredericton Airport;45.868900299072266;-66.53720092773438;68;NA;CA;CA-NB;Fredericton;yes;CYFC;YFC;;;https://en.wikipedia.org/wiki/Greater_Fredericton_Airport
1732;CYFE;medium_airport;Forestville Airport;48.74610137939453;-69.09719848632812;293;NA;CA;CA-QC;Forestville;no;CYFE;YFE;;;https://en.wikipedia.org/wiki/Forestville_Airport
1734;CYFJ;medium_airport;Mont-Tremblant International Airport;46.409401;-74.779999;827;NA;CA;CA-QC;La Macaza;no;CYFJ;YTM;;http://www.mtia.ca/;https://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport
1736;CYFR;medium_airport;Fort Resolution Airport;61.1808013916;-113.690002441;526;NA;CA;CA-NT;Fort Resolution;no;CYFR;YFR;;;https://en.wikipedia.org/wiki/Fort_Resolution_Airport
1737;CYFS;medium_airport;Fort Simpson Airport;61.76020050048828;-121.23699951171875;555;NA;CA;CA-NT;Fort Simpson;yes;CYFS;YFS;;;https://en.wikipedia.org/wiki/Fort_Simpson_Airport
1740;CYGD;medium_airport;Goderich Airport;43.7668991089;-81.7106018066;712;NA;CA;CA-ON;Goderich;no;CYGD;;YGD;http://www.goderich.ca/en/townhall/airport.asp;https://en.wikipedia.org/wiki/Goderich_Airport
1741;CYGE;medium_airport;Golden Airport;51.299196;-116.982002;2575;NA;CA;CA-BC;Golden;no;CYGE;;;;https://en.wikipedia.org/wiki/Golden_Airport
1743;CYGK;medium_airport;Kingston Norman Rogers Airport;44.2253;-76.596901;305;NA;CA;CA-ON;Kingston;no;CYGK;YGK;;http://www.ygkairport.com;https://en.wikipedia.org/wiki/Kingston/Norman_Rogers_Airport
1744;CYGL;medium_airport;La Grande Rivière Airport;53.625301361083984;-77.7042007446289;639;NA;CA;CA-QC;La Grande Rivière;yes;CYGL;YGL;;;https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport
1745;CYGM;medium_airport;Gimli Industrial Park Airport;50.62810134887695;-97.04329681396484;753;NA;CA;CA-MB;Gimli;no;CYGM;YGM;;;https://en.wikipedia.org/wiki/Gimli_Industrial_Park_Airport
1747;CYGP;medium_airport;Michel-Pouliot Gaspé Airport;48.774915;-64.481893;112;NA;CA;CA-QC;Gaspé;yes;CYGP;YGP;;;https://en.wikipedia.org/wiki/Gasp%C3%A9_Airport
1748;CYGQ;medium_airport;Geraldton Greenstone Regional Airport;49.77830123901367;-86.93939971923828;1144;NA;CA;CA-ON;Geraldton;no;CYGQ;YGQ;;;https://en.wikipedia.org/wiki/Geraldton_(Greenstone_Regional)_Airport
1749;CYGR;medium_airport;Îles-de-la-Madeleine Airport;47.425242;-61.778612;35;NA;CA;CA-QC;Les Îles-de-la-Madeleine;yes;CYGR;YGR;;;https://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport
1751;CYGV;medium_airport;Havre-Saint-Pierre Airport;50.281898;-63.611401;124;NA;CA;CA-QC;Havre-Saint-Pierre;yes;CYGV;YGV;;;https://en.wikipedia.org/wiki/Havre_St-Pierre_Airport
1752;CYGW;medium_airport;Kuujjuarapik Airport;55.281898498535156;-77.76529693603516;34;NA;CA;CA-QC;Kuujjuarapik;yes;CYGW;YGW;;;https://en.wikipedia.org/wiki/Kuujjuarapik_Airport
1757;CYHD;medium_airport;Dryden Regional Airport;49.831699;-92.744202;1354;NA;CA;CA-ON;Dryden;yes;CYHD;YHD;;;https://en.wikipedia.org/wiki/Dryden_Regional_Airport
1759;CYHF;medium_airport;Hearst René Fontaine Municipal Airport;49.71419906616211;-83.68609619140625;827;NA;CA;CA-ON;Hearst;no;CYHF;YHF;;;https://en.wikipedia.org/wiki/Hearst_(Ren%C3%A9_Fontaine)_Municipal_Airport
1763;CYHM;medium_airport;John C. Munro Hamilton International Airport;43.173599243199995;-79.93499755859999;780;NA;CA;CA-ON;Hamilton;yes;CYHM;YHM;;http://www.flyhi.ca/;https://en.wikipedia.org/wiki/Hamilton/John_C._Munro_International_Airport
1764;CYHN;medium_airport;Hornepayne Municipal Airport;49.19309997558594;-84.75890350341797;1099;NA;CA;CA-ON;Hornepayne;no;CYHN;YHN;;;https://en.wikipedia.org/wiki/Hornepayne_Municipal_Airport
1767;CYHT;medium_airport;Haines Junction Airport;60.7892;-137.546005;2150;NA;CA;CA-YT;Haines Junction;no;CYHT;YHT;;;https://en.wikipedia.org/wiki/Haines_Junction_Airport
1768;CYHU;medium_airport;Montréal / Saint-Hubert Airport;45.5175018311;-73.4169006348;90;NA;CA;CA-QC;Montréal;yes;CYHU;YHU;;http://www.dashl.ca/;https://en.wikipedia.org/wiki/Montr%C3%A9al/St-Hubert_Airport
1769;CYHY;medium_airport;Hay River / Merlyn Carter Airport;60.8396987915;-115.782997131;541;NA;CA;CA-NT;Hay River;yes;CYHY;YHY;;;https://en.wikipedia.org/wiki/Hay_River_Airport
1770;CYHZ;large_airport;Halifax / Stanfield International Airport;44.8807983398;-63.5085983276;477;NA;CA;CA-NS;Halifax;yes;CYHZ;YHZ;;http://www.hiaa.ca/;https://en.wikipedia.org/wiki/Halifax_International_Airport
1771;CYIB;medium_airport;Atikokan Municipal Airport;48.7738990784;-91.6386032104;1408;NA;CA;CA-ON;Atikokan;no;CYIB;YIB;;http://www.atikokaninfo.com/community/transportation/airport/;https://en.wikipedia.org/wiki/Atikokan_Municipal_Airport
1772;CYID;medium_airport;Digby / Annapolis Regional Airport;44.5458450365;-65.7854247093;499;NA;CA;CA-NS;Digby;no;CYID;YDG;;;https://en.wikipedia.org/wiki/Digby_Airport
1773;CYIF;medium_airport;St Augustin Airport;51.2117;-58.658298;20;NA;CA;CA-QC;St-Augustin;yes;CYIF;YIF;;;https://en.wikipedia.org/wiki/St-Augustin_Airport
1776;CYIV;medium_airport;Island Lake Airport;53.857200622558594;-94.65360260009766;770;NA;CA;CA-MB;Island Lake;yes;CYIV;YIV;;;https://en.wikipedia.org/wiki/Island_Lake_Airport
1778;CYJF;medium_airport;Fort Liard Airport;60.235801696799996;-123.46900177;708;NA;CA;CA-NT;Fort Liard;no;CYJF;YJF;;;https://en.wikipedia.org/wiki/Fort_Liard_Airport
1780;CYJN;medium_airport;St Jean Airport;45.29439926147461;-73.28109741210938;136;NA;CA;CA-QC;St Jean;no;CYJN;YJN;;;https://en.wikipedia.org/wiki/St-Jean_Airport
1783;CYJT;medium_airport;Dymond Airport;48.544201;-58.549999;84;NA;CA;CA-NL;Stephenville;no;CYJT;YJT;;https://cyjt.com/;https://en.wikipedia.org/wiki/Stephenville_Airport
1784;CYKA;medium_airport;Kamloops John Moose Fulton Field Regional Airport;50.703038;-120.448641;1133;NA;CA;CA-BC;Kamloops;yes;CYKA;YKA;;;https://en.wikipedia.org/wiki/Kamloops_Airport
1787;CYKF;medium_airport;Region of Waterloo International Airport;43.4608;-80.378601;1054;NA;CA;CA-ON;Breslau;yes;CYKF;YKF;;http://www.waterlooairport.ca/;https://en.wikipedia.org/wiki/Region_of_Waterloo_International_Airport
1789;CYKJ;medium_airport;Key Lake Airport;57.256099700927734;-105.61799621582031;1679;NA;CA;CA-SK;Key Lake;no;CYKJ;YKJ;;;https://en.wikipedia.org/wiki/Key_Lake_Airport
1790;CYKL;medium_airport;Schefferville Airport;54.805301666259766;-66.8052978515625;1709;NA;CA;CA-QC;Schefferville;yes;CYKL;YKL;;;https://en.wikipedia.org/wiki/Schefferville_Airport
1340;CYKM;medium_airport;Kincardine Municipal Airport;44.201401;-81.606697;772;NA;CA;CA-ON;Kincardine;no;CYKM;YKD;CYKM;http://www.kincardineairport.com/;https://en.wikipedia.org/wiki/Kincardine_Airport
1793;CYKX;medium_airport;Kirkland Lake Airport;48.21030044555664;-79.98139953613281;1157;NA;CA;CA-ON;Kirkland Lake;no;CYKX;YKX;;;https://en.wikipedia.org/wiki/Kirkland_Lake_Airport
1794;CYKY;medium_airport;Kindersley Airport;51.5175018311;-109.180999756;2277;NA;CA;CA-SK;Kindersley;no;CYKY;YKY;YKY;;https://en.wikipedia.org/wiki/Kindersley_Airport
1799;CYLD;medium_airport;Chapleau Airport;47.81999969482422;-83.3467025756836;1470;NA;CA;CA-ON;Chapleau;no;CYLD;YLD;;;https://en.wikipedia.org/wiki/Chapleau_Airport
1801;CYLJ;medium_airport;Meadow Lake Airport;54.125301361083984;-108.52300262451172;1576;NA;CA;CA-SK;Meadow Lake;no;CYLJ;YLJ;;;https://en.wikipedia.org/wiki/Meadow_Lake_Airport
1803;CYLL;medium_airport;Lloydminster Airport;53.3092;-110.072998;2193;NA;CA;CA-AB;Lloydminster;yes;CYLL;YLL;;;https://en.wikipedia.org/wiki/Lloydminster_Airport
1805;CYLR;medium_airport;Leaf Rapids Airport;56.513301849365234;-99.98529815673828;959;NA;CA;CA-MB;Leaf Rapids;no;CYLR;YLR;;;https://en.wikipedia.org/wiki/Leaf_Rapids_Airport
1293;CYLS;medium_airport;Barrie-Lake Simcoe Regional Airport;44.485056;-79.554663;972;NA;CA;CA-ON;Barrie;yes;CYLS;YLK;CYLS;http://www.lakesimcoeairport.com/;https://en.wikipedia.org/wiki/Barrie-Orillia_(Lake_Simcoe_Regional)_Airport
1806;CYLT;medium_airport;Alert Airport;82.517799;-62.280602;100;NA;CA;CA-NU;Alert;no;CYLT;YLT;;;https://en.wikipedia.org/wiki/Alert_Airport
1808;CYLW;medium_airport;Kelowna International Airport;49.9561;-119.377998;1421;NA;CA;CA-BC;Kelowna;yes;CYLW;YLW;;http://www.kelowna.ca/CM/Page68.aspx;https://en.wikipedia.org/wiki/Kelowna_International_Airport
1809;CYMA;medium_airport;Mayo Airport;63.61640167236328;-135.8679962158203;1653;NA;CA;CA-YT;Mayo;no;CYMA;YMA;;;https://en.wikipedia.org/wiki/Mayo_Airport
1810;CYME;medium_airport;Matane Airport;48.85689926147461;-67.45330047607422;102;NA;CA;CA-QC;Matane;no;CYME;YME;;;https://en.wikipedia.org/wiki/Matane_Airport
